 -1.4822e-323   7.7733e-02   1.6245e-01   2.6021e-01   3.7523e-01   5.0924e-01   6.6109e-01   8.2677e-01   1.0000e+00
 -1.4822e-323   7.8423e-02   1.6374e-01   2.6191e-01   3.7710e-01   5.1100e-01   6.6245e-01   8.2751e-01   1.0000e+00
 -1.4822e-323   7.9103e-02   1.6501e-01   2.6359e-01   3.7894e-01   5.1272e-01   6.6379e-01   8.2824e-01   1.0000e+00
 -1.4822e-323   7.9774e-02   1.6626e-01   2.6524e-01   3.8076e-01   5.1443e-01   6.6511e-01   8.2896e-01   1.0000e+00
 -1.4822e-323   8.0436e-02   1.6749e-01   2.6687e-01   3.8254e-01   5.1610e-01   6.6640e-01   8.2967e-01   1.0000e+00
 -1.4822e-323   8.1088e-02   1.6870e-01   2.6848e-01   3.8431e-01   5.1775e-01   6.6768e-01   8.3036e-01   1.0000e+00
 -1.4822e-323   8.1732e-02   1.6990e-01   2.7006e-01   3.8604e-01   5.1937e-01   6.6893e-01   8.3105e-01   1.0000e+00
 -1.4822e-323   8.2367e-02   1.7108e-01   2.7162e-01   3.8775e-01   5.2097e-01   6.7017e-01   8.3172e-01   1.0000e+00
 -1.4822e-323   8.2994e-02   1.7225e-01   2.7316e-01   3.8943e-01   5.2254e-01   6.7138e-01   8.3238e-01   1.0000e+00
 -1.4822e-323   8.3611e-02   1.7340e-01   2.7467e-01   3.9109e-01   5.2409e-01   6.7258e-01   8.3303e-01   1.0000e+00
 -1.4822e-323   8.4220e-02   1.7453e-01   2.7616e-01   3.9272e-01   5.2562e-01   6.7376e-01   8.3367e-01   1.0000e+00
 -1.4822e-323   8.4821e-02   1.7565e-01   2.7763e-01   3.9433e-01   5.2712e-01   6.7492e-01   8.3430e-01   1.0000e+00
 -1.4822e-323   8.5413e-02   1.7675e-01   2.7908e-01   3.9592e-01   5.2860e-01   6.7606e-01   8.3493e-01   1.0000e+00
 -1.4822e-323   8.5997e-02   1.7783e-01   2.8051e-01   3.9748e-01   5.3005e-01   6.7718e-01   8.3554e-01   1.0000e+00
 -1.4822e-323   8.6572e-02   1.7890e-01   2.8192e-01   3.9902e-01   5.3148e-01   6.7829e-01   8.3614e-01   1.0000e+00
 -1.4822e-323   8.7140e-02   1.7995e-01   2.8331e-01   4.0053e-01   5.3290e-01   6.7937e-01   8.3673e-01   1.0000e+00
 -1.4822e-323   8.7699e-02   1.8099e-01   2.8467e-01   4.0202e-01   5.3429e-01   6.8044e-01   8.3731e-01   1.0000e+00
 -1.4822e-323   8.8251e-02   1.8202e-01   2.8602e-01   4.0349e-01   5.3565e-01   6.8150e-01   8.3788e-01   1.0000e+00
 -1.4822e-323   8.8794e-02   1.8303e-01   2.8735e-01   4.0494e-01   5.3700e-01   6.8254e-01   8.3845e-01   1.0000e+00
 -1.4822e-323   8.9330e-02   1.8402e-01   2.8865e-01   4.0636e-01   5.3833e-01   6.8356e-01   8.3900e-01   1.0000e+00
 -1.4822e-323   8.9859e-02   1.8500e-01   2.8994e-01   4.0777e-01   5.3963e-01   6.8456e-01   8.3955e-01   1.0000e+00
 -1.4822e-323   9.0379e-02   1.8597e-01   2.9121e-01   4.0915e-01   5.4092e-01   6.8555e-01   8.4009e-01   1.0000e+00
 -1.4822e-323   9.0893e-02   1.8692e-01   2.9246e-01   4.1051e-01   5.4219e-01   6.8653e-01   8.4062e-01   1.0000e+00
 -1.4822e-323   9.1399e-02   1.8786e-01   2.9369e-01   4.1185e-01   5.4343e-01   6.8749e-01   8.4114e-01   1.0000e+00
 -1.4822e-323   9.1897e-02   1.8878e-01   2.9491e-01   4.1318e-01   5.4466e-01   6.8843e-01   8.4165e-01   1.0000e+00
 -1.4822e-323   9.2389e-02   1.8969e-01   2.9610e-01   4.1448e-01   5.4587e-01   6.8936e-01   8.4216e-01   1.0000e+00
 -1.4822e-323   9.2873e-02   1.9059e-01   2.9728e-01   4.1576e-01   5.4706e-01   6.9028e-01   8.4265e-01   1.0000e+00
 -1.4822e-323   9.3350e-02   1.9147e-01   2.9844e-01   4.1702e-01   5.4824e-01   6.9118e-01   8.4314e-01   1.0000e+00
 -1.4822e-323   9.3821e-02   1.9235e-01   2.9959e-01   4.1827e-01   5.4939e-01   6.9207e-01   8.4362e-01   1.0000e+00
 -1.4822e-323   9.4284e-02   1.9320e-01   3.0071e-01   4.1949e-01   5.5053e-01   6.9294e-01   8.4410e-01   1.0000e+00
 -1.4822e-323   9.4741e-02   1.9405e-01   3.0183e-01   4.2070e-01   5.5165e-01   6.9380e-01   8.4457e-01   1.0000e+00
 -1.4822e-323   9.5191e-02   1.9489e-01   3.0292e-01   4.2189e-01   5.5275e-01   6.9465e-01   8.4503e-01   1.0000e+00
 -1.4822e-323   9.5635e-02   1.9571e-01   3.0400e-01   4.2306e-01   5.5384e-01   6.9549e-01   8.4548e-01   1.0000e+00
 -1.4822e-323   9.6072e-02   1.9652e-01   3.0506e-01   4.2422e-01   5.5491e-01   6.9631e-01   8.4592e-01   1.0000e+00
 -1.4822e-323   9.6503e-02   1.9731e-01   3.0610e-01   4.2535e-01   5.5596e-01   6.9712e-01   8.4636e-01   1.0000e+00
 -1.4822e-323   9.6928e-02   1.9810e-01   3.0713e-01   4.2647e-01   5.5700e-01   6.9791e-01   8.4680e-01   1.0000e+00
 -1.4822e-323   9.7346e-02   1.9888e-01   3.0815e-01   4.2757e-01   5.5802e-01   6.9870e-01   8.4722e-01   1.0000e+00
 -1.4822e-323   9.7758e-02   1.9964e-01   3.0915e-01   4.2866e-01   5.5903e-01   6.9947e-01   8.4764e-01   1.0000e+00
 -1.4822e-323   9.8164e-02   2.0039e-01   3.1013e-01   4.2973e-01   5.6002e-01   7.0023e-01   8.4805e-01   1.0000e+00
 -1.4822e-323   9.8564e-02   2.0113e-01   3.1110e-01   4.3078e-01   5.6100e-01   7.0098e-01   8.4846e-01   1.0000e+00
 -1.4822e-323   9.8959e-02   2.0186e-01   3.1206e-01   4.3182e-01   5.6196e-01   7.0172e-01   8.4886e-01   1.0000e+00
 -1.4822e-323   9.9347e-02   2.0258e-01   3.1300e-01   4.3284e-01   5.6291e-01   7.0245e-01   8.4925e-01   1.0000e+00
 -1.4822e-323   9.9730e-02   2.0329e-01   3.1393e-01   4.3385e-01   5.6384e-01   7.0316e-01   8.4964e-01   1.0000e+00
 -1.4822e-323   1.0011e-01   2.0399e-01   3.1484e-01   4.3484e-01   5.6476e-01   7.0387e-01   8.5002e-01   1.0000e+00
 -1.4822e-323   1.0048e-01   2.0467e-01   3.1574e-01   4.3582e-01   5.6567e-01   7.0456e-01   8.5040e-01   1.0000e+00
 -1.4822e-323   1.0084e-01   2.0535e-01   3.1663e-01   4.3678e-01   5.6656e-01   7.0525e-01   8.5077e-01   1.0000e+00
 -1.4822e-323   1.0121e-01   2.0602e-01   3.1751e-01   4.3773e-01   5.6744e-01   7.0592e-01   8.5114e-01   1.0000e+00
 -1.4822e-323   1.0156e-01   2.0668e-01   3.1837e-01   4.3866e-01   5.6830e-01   7.0658e-01   8.5149e-01   1.0000e+00
 -1.4822e-323   1.0191e-01   2.0732e-01   3.1921e-01   4.3958e-01   5.6915e-01   7.0724e-01   8.5185e-01   1.0000e+00
 -1.4822e-323   1.0226e-01   2.0796e-01   3.2005e-01   4.4049e-01   5.6999e-01   7.0788e-01   8.5220e-01   1.0000e+00
 -1.4822e-323   1.0260e-01   2.0859e-01   3.2087e-01   4.4138e-01   5.7082e-01   7.0851e-01   8.5254e-01   1.0000e+00
 -1.4822e-323   1.0293e-01   2.0921e-01   3.2168e-01   4.4226e-01   5.7163e-01   7.0914e-01   8.5288e-01   1.0000e+00
 -1.4822e-323   1.0326e-01   2.0982e-01   3.2248e-01   4.4313e-01   5.7243e-01   7.0975e-01   8.5321e-01   1.0000e+00
 -1.4822e-323   1.0359e-01   2.1042e-01   3.2327e-01   4.4398e-01   5.7322e-01   7.1035e-01   8.5354e-01   1.0000e+00
 -1.4822e-323   1.0391e-01   2.1101e-01   3.2404e-01   4.4482e-01   5.7400e-01   7.1095e-01   8.5386e-01   1.0000e+00
 -1.4822e-323   1.0422e-01   2.1160e-01   3.2481e-01   4.4565e-01   5.7476e-01   7.1154e-01   8.5418e-01   1.0000e+00
 -1.4822e-323   1.0453e-01   2.1217e-01   3.2556e-01   4.4646e-01   5.7552e-01   7.1212e-01   8.5449e-01   1.0000e+00
